n_items,n_distinct_skus,total_weight_kg,max_fragility,avg_fragility,n_fragile_items,n_temperature_sensitive_items,avg_historical_damage_rate,distance_km,warehouse_load_ratio,is_peak_hour,picker_experience_years,picker_avg_quality_score,picker_avg_picking_speed,rider_experience_years,rider_avg_rating,hour_of_day,had_quality_issue
1,1,1.16,95.34180015079818,75.417332699085,0,0,0.18508351591603328,9.39,0.442241276929142,0,2.8255771572789103,85.28609833528226,6.653646391800121,3.0393908410836765,4.011115042779501,3,0
19,12,9.1,19.826744149434433,0.0,0,1,0.08619823747678923,9.08,0.5342976041244769,0,0.05,87.46082222560717,4.925717597840601,2.008683261829457,5.0,13,0
15,13,3.39,60.00534561065156,41.363800032713435,4,4,0.013104261767495184,5.89,0.411574420605368,0,3.540437364465289,97.62573260076,9.001850159025935,3.6206505317728954,4.265455316442458,5,0
15,8,15.83,41.81267217196079,40.99922301783259,4,1,0.11100268051945478,3.04,0.6358605565719602,0,3.8923946160257437,100.0,3.4013645924997946,0.749364424830772,4.5317246491093055,3,0
21,18,11.92,44.72887154968423,39.59379337098291,5,5,0.10057300452098913,4.64,0.6746649481016551,1,2.207492451006114,95.01817631431967,8.665160508967816,1.6200460759601374,5.0,10,0
12,8,6.52,27.599968482128688,21.95962493331382,1,0,0.060239637142985955,1.55,1.12640965306951,0,1.496354692447786,86.53094380784789,5.595382365115303,1.8846835357342155,4.574970764261401,11,0
12,8,3.82,71.56575115544535,57.49530709262518,4,2,0.026118629481043716,7.46,0.5580099765079312,0,1.7494819309556382,79.45236643224501,1.5,1.806921123924985,3.8328172452782785,4,0
15,7,12.91,67.26201539064056,44.03050063472833,4,1,0.12413355898405302,0.5,0.7399711036915376,0,1.7561851401758701,86.39618318117729,3.2613815497427123,2.8826481051798787,4.149747218903384,0,0
5,2,2.79,92.86441967808574,57.75067858720432,2,1,0.13676283249994037,3.68,0.05,0,2.1080095920070803,89.22664186907724,6.381459052760213,3.857818161846006,3.6990664154783426,1,1
4,2,4.09,27.70898395720003,18.77473645291829,0,1,0.09934380082561368,9.62,0.39733114459575664,1,0.05,87.40294832768892,5.740492722136631,1.1199726048256158,4.302609578193336,19,0
21,8,17.44,35.41798060993385,4.569978297525541,0,0,0.08429261150700033,9.52,1.0800045049910652,1,2.862255813537933,80.9447052880695,7.234251129635006,1.3037921091669809,3.969819399347243,19,0
6,2,6.48,53.61623602529614,44.56792165080443,1,0,0.033056583773697856,0.5,0.40046623267730025,0,1.6124012757364095,75.63996870789168,5.734713233856658,2.4479010024173076,4.292908792751874,16,0
13,9,10.69,15.11990608387433,13.81523803199843,1,4,0.1087903908984039,8.33,0.9686629199335177,0,2.2329889624631,85.20726999442252,7.539957797766455,2.5021173071308276,4.93575871645171,6,0
7,5,6.85,84.19552460471152,58.2011913283452,2,0,0.04191844733044928,1.44,0.37602729252372885,0,1.2751786214293581,76.52468109626226,6.518980063662334,3.6184238563156312,5.0,15,0
6,2,5.38,8.585317231116978,0.0,0,1,0.005,4.49,0.6394731786645829,0,2.8093299782705694,66.23696333297117,7.671973542543514,2.140886184834164,3.6783899218915144,22,0
15,11,9.94,61.478322645775116,24.692122312151753,2,4,0.14753581172051805,9.06,1.3002122552162871,1,4.326990156444801,74.09776830279087,8.060029650535665,1.6947919387855697,3.6716604350972113,20,0
20,17,17.77,58.786495903595714,21.449719351632538,3,5,0.018205989814820793,2.1,0.9607711220788895,0,2.5338633979896783,78.42583945624799,7.412934833858633,4.62454930491012,4.411680679874485,17,0
11,8,9.5,31.88898540018181,27.687713879692424,2,0,0.005,11.71,0.05,0,0.05,74.9854473230257,5.964112245115224,2.4959083198084975,4.2995070829633315,3,0
4,3,0.83,48.53292678821562,40.744179583190515,1,1,0.1585409215232526,7.03,1.827477149266407,1,2.2069068462666137,84.97842021391806,9.059919675179236,3.074820691158189,3.8383196231552104,10,0
6,4,5.39,52.13373054488457,43.71718619203071,1,2,0.005,7.85,0.33648613692570284,0,2.535663295665478,70.1181066949478,6.378616914115416,0.05,4.285081766170946,23,0
4,2,1.85,85.53176749774207,49.07422725092331,1,0,0.05661563016522518,10.31,1.3531983485879922,1,2.112491682185079,71.17011685148884,5.191568956886011,1.7936356783635508,4.365902205836064,18,0
22,12,16.32,54.73065223541021,51.609700014371896,8,5,0.014263125832303533,9.56,0.543818199538223,0,0.9744316967682154,95.22158131823346,5.733908542487917,3.695131565667732,4.240875164519447,1,0
8,6,2.49,61.27315828081301,31.2264367852212,1,0,0.03657199737675684,9.21,0.2699169127958308,1,2.1268267979240765,91.93735962629209,7.194538130134853,2.172616825413815,4.870253402853447,21,0
9,6,2.01,92.89968103708448,81.39149595754208,5,3,0.21344423326318596,3.37,0.5421069674095238,1,3.5465303156291217,85.64379525125204,8.294720222905887,1.8979303259765674,4.802520471355422,10,0
2,1,0.43,88.81336980321775,65.51598734705375,0,0,0.07390614009075885,1.56,0.47133878101122406,0,1.7265509757177329,96.55814602485219,7.699527939223218,0.05,4.318511953876267,3,0
11,9,3.94,35.227541571616875,28.136259255450053,2,1,0.10159430332058553,4.87,0.5081423022383029,0,4.407816349239125,75.40086864506208,7.704944297290167,1.8049836301859794,4.877697932292191,0,0
22,11,4.84,64.24996507916981,31.98877877287648,5,1,0.1274292784521838,7.9,0.7209104933052607,1,1.1595144319251627,89.88365702198405,5.835286213376888,3.878968953132878,4.7335876507790084,9,0
10,5,3.32,54.50382619685337,27.672948560594463,1,3,0.04119058006080904,0.86,0.8673147133063989,0,0.5502199638354643,80.55520256093698,8.45546166969267,2.019005535907554,4.416483361990822,22,0
16,11,12.15,43.8384390202926,42.99256950493271,4,3,0.1445084125864987,8.33,1.197144289938967,0,1.829171978562028,97.31924658543285,6.512003386001522,2.719195269545401,3.3358649523453847,14,1
5,2,3.0,23.10266990761187,13.617367736857307,0,0,0.10256055306991248,7.5,0.7750425185931112,0,0.05,84.73643814938022,5.520732355652517,1.5234199942972328,3.7976877122822086,11,0
4,2,4.72,36.28418637969198,17.630175859673066,0,0,0.1252282050310275,5.27,0.7271223839261589,0,2.186259925246623,73.59193095244906,3.061392578650021,1.509976546195188,4.203430791301571,12,0
18,14,18.16,21.247018069985227,0.0,0,5,0.03651410247591083,6.25,0.44708819621848656,0,1.6688797495825634,96.032480816771,7.589597975974507,2.0942931313916957,4.561975835295941,6,0
2,1,0.69,59.320336353720435,26.22947716699012,0,0,0.1066394199139521,6.26,0.6019050275281737,0,3.299302979868999,78.41578221916485,5.4456268331478315,2.757689525268724,3.8322504979624874,0,0
11,6,6.78,73.90328497045304,58.424702047428056,4,2,0.0794636296080603,7.77,0.5235577787048912,1,0.05,70.59314686047722,4.54352020196268,3.174439051727197,4.810034689314977,10,0
8,6,5.05,68.72755380898509,31.653777556711745,1,1,0.14778518087045467,8.99,0.21937809034953482,0,3.4244467840388886,97.59533303621694,4.196026074315192,3.0732533200231167,4.956209604484241,4,0
1,1,0.56,40.63985333943426,32.884437287447355,0,0,0.047579857786915584,17.49,1.5928149081390048,0,2.447025182843592,88.74152705820079,8.110942583700394,1.5090089012529802,4.557009886536939,22,0
13,11,9.04,75.42802047632881,41.119501164821244,3,3,0.20193292732739407,6.68,0.7848392789664548,0,4.736444662658558,73.6994351495703,6.807557803000498,2.3235426439532505,4.574875955170712,6,0
24,10,20.88,49.12275767952778,12.950776478507205,2,7,0.10032338672719869,3.42,0.7892589503274411,0,1.928094188531786,81.30378298574973,7.423073555439229,0.10530756551192866,4.667068849742774,5,1
2,1,1.68,60.62377535294851,35.55629667817322,0,0,0.07248692811559392,0.5,1.126188321846616,1,2.745930164046708,81.01438149582413,6.10768450935182,2.3917563270509827,4.532588589779819,10,0
20,12,11.14,93.28820124147742,54.58724890097416,7,3,0.06546846753659827,0.5,0.05,1,3.2151971937539967,73.39945484128974,6.571101736994449,0.05,4.401596372158465,8,1
13,7,11.77,58.16788151677662,41.744389665463586,3,0,0.07958929503379114,2.97,1.4835555173359012,0,0.05,73.75755328938594,6.422333438631065,0.05,4.316033921073192,14,1
18,11,8.81,84.4909506250952,56.5196240877576,7,2,0.0422803741617836,8.76,0.39938565172568685,0,3.9773868795873044,81.34061088730215,4.407778251013214,2.3081969598284293,4.743428612003397,0,1
3,1,3.11,63.21480912144975,62.81090193791049,1,0,0.12000292885590935,4.42,0.39082952392881976,0,1.9935457842587796,92.16290698786213,7.967127825381626,2.810910957565132,4.728639346834774,23,0
21,13,24.45,60.56419292647558,49.57697475603176,7,4,0.0792850949964246,7.63,0.5099949698103359,0,0.1663487592688897,90.6728551017763,4.9544355335654195,0.18920669077124597,3.813816574229037,5,0
1,1,0.49,41.96068572119686,19.30592546803871,0,0,0.19661667296697505,3.07,1.0445107435232173,0,2.0794354051995243,76.83031153233188,5.524695268382117,2.837103898308352,4.358843682591059,15,0
22,17,21.66,62.466372441870945,27.429022000354284,4,7,0.054000668686540826,7.82,1.4505252550600642,1,4.073792610183776,90.65727935174851,7.164851487906428,1.7562812614515868,4.571578594283515,21,1
16,7,16.21,100.0,77.49275476526597,8,1,0.07276122430578126,9.49,1.2738411790426718,0,1.6521514772063184,97.23173949139264,8.363460296070908,3.703918100660527,3.7772371246463248,1,0
9,6,6.22,65.08904219158137,41.911707293226954,2,2,0.05394135352344373,4.39,0.5313260735254473,0,2.3665477207995615,73.74304046475731,5.385083923231892,4.186766567417241,4.62790710032765,11,0
1,1,0.29,73.21586630532317,38.98104497499274,0,0,0.19214254425406774,7.74,0.07060562578122564,0,0.05,89.66932846803891,7.870645229272459,0.05,4.3015282335746,14,0
15,12,14.79,48.05019087495366,16.080894511772986,1,5,0.005,4.24,0.5549759989879024,0,0.8310947807351949,82.47183847190145,7.091339503780318,4.886018873560168,5.0,2,1
3,1,1.82,63.934814140265416,32.987854576462915,0,0,0.08561845024984886,1.07,0.47616302906749236,0,3.332476083355635,79.59742088075791,6.1019033341867,3.375975456703067,4.670910165008243,15,0
15,6,6.12,55.21856666742564,50.760218895361305,5,3,0.09877899485889448,8.21,0.12430802826255971,1,3.8937580300190238,82.48383942482798,6.347360165306519,2.9124767312153734,4.418251942958384,19,0
19,16,15.71,54.47216542451057,35.32660563092227,4,2,0.012318634557602778,7.65,0.9039985706541508,0,2.5375412072473655,90.44235033356897,6.328126126243633,1.5069952030889433,4.558748080394165,3,0
7,4,4.46,43.02405775332613,23.573678833285754,1,0,0.23859121477759537,8.37,0.7015474310811795,1,3.134083948813498,69.70352846137929,6.911046793715206,2.7832747441138563,4.426994547333318,20,0
6,3,1.73,60.17583376066469,28.677504415156783,1,1,0.02416608553737591,9.82,0.8751952499742545,0,1.5593384753210762,82.3347626256304,8.572722596293836,2.5573651708112193,3.755838465702299,11,0
6,4,7.1,84.66445749190942,61.22015699635414,2,0,0.08201140751144177,5.0,0.9560893902039549,0,2.232668840309843,78.66268729523084,7.025405469330688,3.295614847406095,4.355569714810714,23,0
6,3,2.67,82.48528587746226,49.69117787861322,2,0,0.1810416911143377,5.3,0.9396530144475149,0,0.5029820344485296,82.53296240266013,6.009464340417481,2.5554338534171572,3.716242259500558,6,0
3,2,2.13,85.00690817579829,46.74888499096918,1,0,0.057496058635541886,4.86,0.6774638223660668,0,1.4148301819131406,80.47138408987402,5.6879919913164345,2.8521165831635766,4.2527575702936,1,1
6,2,5.2,66.88596121542692,44.69940705687059,1,0,0.08861768888069957,7.38,1.2739839766281942,0,2.154677311871951,74.80820706575261,6.754440919456519,3.13436615276538,4.437688838745753,15,0
16,12,5.04,40.64178224861744,8.973340896825082,1,1,0.05931356850742115,5.45,0.5284996184805313,1,0.05,100.0,5.645462912601934,0.05,3.884976903340901,10,0
8,7,7.52,63.4140793653493,40.99167990848386,2,1,0.07680315468623512,6.5,0.4765169064501893,0,6.030915406895365,56.1477818951133,3.299340399234143,1.5907028001000751,4.347788947096547,15,0
19,17,16.12,83.5242717192074,58.49616449906272,7,4,0.1448874577711579,3.12,0.6188816754761983,1,1.0728165370081704,88.02579351421033,8.562943366665431,2.0266864276033805,4.973984308223671,21,1
20,17,13.88,48.299979181579445,29.259726093154608,4,4,0.05470560949574599,1.89,0.8882970350659546,1,2.5364080918671412,88.10623363554916,6.271109775633928,1.4494027651315593,4.161182373103547,20,0
19,15,13.84,94.8872319226849,56.50341737193813,7,6,0.005,2.37,0.9387960801315138,0,0.1992807522337423,83.10490787849874,6.176572873602471,3.7128775529497173,3.99852866723329,2,1
13,7,15.01,79.69808013758511,46.99498780746701,4,1,0.07802280099831109,7.67,0.580899392005483,0,0.05,85.10030265999035,8.929244538049808,4.449192742611224,4.821248440953185,1,1
8,7,8.89,83.28645781725217,53.20880253624753,3,0,0.0837750582448268,5.83,0.5881876824292489,1,4.939876358694125,88.68073944091005,5.5768258302158875,2.235917672520384,4.468558197142884,8,0
23,19,7.18,49.30393571342883,36.12060270425578,5,1,0.09172625820312517,4.03,1.1566637589493278,0,2.290129185056504,77.0603351127476,7.2668838065957475,2.23093153867136,4.368113557783526,3,1
5,3,2.84,73.92148197700853,54.504882346784854,1,0,0.06900171105497349,8.65,0.2423200811077097,1,0.05,78.66691432975608,6.492012775123154,2.194266266368988,4.595209956672977,21,0
12,7,8.6,37.29336349380665,2.777004504745932,0,1,0.028247725846701176,11.83,1.6614745548957566,0,0.55808833289409,79.16824893826478,7.120285240152491,0.05,4.446897765388001,13,1
11,5,12.32,73.18453532805259,35.72920584381432,2,3,0.06529135586707575,4.02,0.5947697405619741,0,5.509621383727309,87.10733204118836,5.425064207532549,0.7036009139803874,4.07331365809887,2,0
18,12,18.3,90.5883273618993,50.68632694370545,6,3,0.18591151869242867,1.66,0.6284472384015654,0,2.971669768055884,87.47813287276475,8.126697219059098,0.7203549190181218,3.9212106448987454,13,1
14,10,8.21,70.89575917602761,41.51858957741098,4,2,0.07747733477311632,9.78,0.8294230113769426,0,0.05,71.84478552723651,9.696825328258102,3.230030083602609,5.0,17,0
20,12,21.72,88.33726252684576,59.10372043208881,8,6,0.11917451057511572,6.06,0.8861979254378272,1,1.3807383765084449,81.75112692765887,4.813235737457241,1.4273334346969504,4.57030112594081,18,1
23,13,13.3,35.2988398692007,31.5438258456848,5,6,0.01797621802578038,5.27,0.4707813222523096,0,1.9073284664404335,76.2554551330284,7.866847527591783,1.9040516591540333,5.0,22,0
10,6,4.71,53.01761730325563,22.955983993888722,1,2,0.06251473503285183,10.07,0.8184328306142384,0,3.040366804563572,73.03241499765377,6.7170465898250145,1.7619671182188725,4.285247669668802,14,0
21,8,17.01,13.869652582025548,0.0,0,3,0.019963243831560333,4.95,0.3732178155741618,0,2.185473646556179,77.68491768057437,7.162349636156081,1.6224402424748865,4.878382386327782,14,0
5,4,2.78,63.57967842375171,28.994736991796245,1,0,0.1576203692160407,7.59,0.4903943952421903,0,0.05,71.23484124399246,7.335031750409156,5.150743472342268,4.067949609574011,1,0
22,11,18.09,46.821279993996555,46.371248830039164,7,4,0.005,6.64,0.1383260376767631,1,1.185912305911965,64.38971165257495,4.2445037610009795,2.1735247242851705,3.751409656448476,21,0
5,2,3.05,89.11761297884155,51.742187302480424,1,0,0.10234409939975161,18.98,0.7492608448150255,1,0.7484919439851374,83.26890728708096,5.0761602403259225,4.118078379590614,4.571125194031897,18,1
21,8,20.91,23.57315082120125,4.217917203567541,0,3,0.10044474875032444,5.46,0.6382928904657799,1,3.397643213776721,91.84222639725813,6.061447805016923,0.956613121959013,4.7575762031072735,19,1
10,8,11.54,65.97538298533453,60.85715277918592,4,2,0.0965562877528479,9.75,0.05,0,1.3312073279806906,79.34932551342386,8.701800848980142,0.3440728966574482,4.803579778978333,23,0
24,19,11.29,37.60268528969821,13.562741935146306,2,4,0.005,5.0,0.4616560663839204,1,1.3121092219166621,91.65479912457934,5.953300298959738,3.3488707464332736,4.552930184243431,19,0
4,1,2.84,60.01617504263267,32.33474089151742,0,0,0.005,7.8,0.6899377751180754,1,1.7827351709326706,90.13849472345652,7.342687159012053,2.245430357469689,4.110901730928544,10,0
12,5,11.09,53.67797227327672,22.486039603534124,1,0,0.08702336741141044,5.22,1.0007649482827825,0,0.8207044266277224,73.72769965689848,6.600703984649123,2.953380048181187,4.537507198547763,15,0
22,13,7.89,72.2533983547488,44.17949744431252,6,6,0.024612905508463706,9.18,0.2513454581491002,1,4.613741161784821,74.16464682575376,6.6222147469208315,4.716633653433012,4.531320379247148,21,0
2,1,1.99,59.20465555136976,37.06964378592059,0,0,0.04142866357378439,5.62,0.594656759780425,0,3.996057212151567,68.07656699405203,6.773687940938249,2.2903310963545396,4.3540982809239965,1,0
7,5,5.48,53.193069228811105,49.91530821813646,2,1,0.05452760112866632,8.01,0.31493951765514094,0,4.070888262723086,84.77380118888833,5.033996091163169,2.5965406813561023,4.2020975961407885,3,0
3,1,1.05,100.0,75.56370151953645,1,0,0.016821916007888696,2.98,0.9538080717210877,1,0.22645971455222913,87.4979267228446,6.222654883571334,1.503437894332488,3.931299110738491,9,0
8,5,8.55,83.08893418042426,43.75275440614843,2,0,0.006481424771244401,2.81,0.46610012772412623,0,2.7633766502486883,82.33433562216747,5.763256911865006,2.2092532579567177,4.4649846677716045,15,0
10,5,6.27,53.433327392776164,22.313047950046567,1,2,0.0799966757675156,0.5,0.8815810976823742,1,3.461158043247944,74.63501749928298,6.397173430970774,2.40475317088093,4.4788983496502786,20,0
15,9,5.65,46.53320562301313,45.143518606222216,4,0,0.005,7.46,0.5745768665098263,0,0.5581242059097677,81.55545752671244,5.278663436889931,2.7414692990523077,3.795901144328378,7,1
7,4,2.77,100.0,77.79306342822227,3,1,0.049651907953339416,3.4,0.10363842451464167,0,0.32258953387437117,89.27394134559556,9.769282711049021,2.4427732662325674,5.0,4,0
4,1,3.94,60.22512727968075,49.43948580423708,1,0,0.03995513044835985,14.78,0.6755140361702479,0,0.6127287887840578,88.24603277738096,3.428121180901115,0.05,3.8095375198662365,4,0
5,2,5.68,94.28926679237141,55.80525939931978,1,0,0.07857880653387422,4.11,0.28545134287083185,0,0.05,87.46333084123732,3.4859068091068375,4.291438679182149,4.11314313397719,7,1
23,9,13.3,2.540302400572325,0.0,0,2,0.2232307529068398,10.99,1.0917902370185302,0,3.875918360316489,85.45910814030047,7.268556779996677,2.134197137862248,4.482433813273529,1,0
23,10,6.41,47.2016648902508,43.511329177062265,7,7,0.02108310229166486,10.58,1.3363736775471626,0,3.7268834653218854,93.75562792880821,7.982977017578388,4.381087845012164,4.535766166126469,12,1
6,5,1.8,36.35842299660941,29.103609501635617,1,1,0.10438216980157791,5.02,0.9231961322134115,1,1.6819930394287161,72.51448106997479,9.39199807325982,0.7637640464440663,4.053431749128276,20,0
5,2,4.27,50.16357747245336,20.03725303440683,0,1,0.09324762885822833,3.05,0.47578520555677917,1,2.0978825769124203,76.22398437112335,6.029053626591414,1.2523650181570745,4.005143954571619,10,0
2,1,1.14,60.565217288628844,34.50901880030358,0,0,0.11359377410458665,5.46,0.7077990640656747,0,1.1099976495739263,72.9211914130647,6.507519027994527,1.696570594844128,4.339950945151888,11,0
24,11,15.03,66.4794158084724,37.389947588537275,6,6,0.0672025054064185,10.54,0.8015398651719734,1,5.902819752789565,78.20261900202718,7.402188544059599,1.3844288419896866,4.36969007497072,19,0
17,13,9.13,35.41874792186076,21.263378156176614,2,3,0.16648735044794383,15.14,1.0796172268137503,0,1.5029845088656937,96.89800377709666,9.02156633606122,2.5423015361306445,4.953505301189093,0,0
19,16,12.65,74.32923299839021,39.14620272459202,5,2,0.12111786049230852,1.06,0.6340793295835436,0,1.3535666537456121,74.65370724732324,4.141193755479003,3.636802365100432,3.9503313002946108,23,1
7,5,5.9,49.03352689706475,31.183283848424495,1,1,0.12207233828011613,6.06,0.8428584389664037,0,1.995120063055203,74.82822443010302,6.848145146541563,4.0614445844636915,4.408967284562369,4,1
16,11,11.86,55.81823292138962,50.453655239354575,5,1,0.005,3.58,0.11229219185567674,0,0.09627543685069151,65.19790563913708,7.6524426142604165,1.2997180142985054,4.317638908506975,2,0
2,1,0.73,70.70560799138971,40.00664649805261,0,0,0.08578038786849569,4.55,0.7846187503920978,0,2.628107654063236,88.58091722939537,5.899029796871327,1.1021074850315395,4.53278164081175,14,0
17,10,11.75,64.45184898328004,43.27031389468454,5,5,0.04940867395348967,12.83,0.39887420459134193,0,4.481632009671017,81.83459947417403,7.280346197290461,3.153363063361894,4.271109142863163,0,0
14,11,9.25,80.28297573099354,56.54653531110658,5,0,0.02830184367385187,2.92,0.7149879389062894,1,1.9213428924704408,96.05845296683651,5.397777865203954,0.416938901660711,4.8038806359451005,10,1
8,6,5.97,62.61386140678007,47.209028916462685,2,2,0.042412130552958414,0.5,0.33664808734081775,1,3.481852975377674,96.12248416308422,8.697836685176256,3.0061287794908305,4.651260836222251,18,0
18,7,5.59,63.29492496738088,34.86614336259916,4,1,0.07664485920142752,6.81,0.8440118789826363,0,0.05,70.96556502083703,3.3255037572983404,1.6450318733996527,4.904950181559486,16,0
16,10,5.66,1.4227181687570667,0.0,0,3,0.10740586741664612,7.52,0.9233066937267346,0,0.6756283072692681,81.40397949447788,6.031833645903116,1.3383513811954408,4.430931221122587,1,0
11,5,8.03,65.94904649286214,46.302015863490226,3,3,0.13889620909653608,4.32,0.6184504839546969,0,2.354894139963438,94.78932310040636,7.52350918841082,0.05,4.376040273213585,17,0
5,2,2.38,32.0240304290914,14.937687350345065,0,0,0.13608168850806043,3.27,0.39689197685794175,0,0.05,74.73683087016032,5.981153598542491,2.3976054226270125,4.2220690328578545,5,0
1,1,0.83,62.96188912243695,33.10276785659355,0,0,0.09756167508386349,6.64,0.9008671425694843,0,2.7251540360709705,91.91166325318572,8.037773436553122,3.751401843230508,3.7862001355541874,4,0
23,9,13.17,53.79780205525486,43.16303367571515,7,6,0.08333741194251866,0.6,1.2450427003788374,1,1.7070885629566392,57.210828146146966,6.625890705179958,0.2226162756696206,4.5318005117116575,8,1
7,5,2.95,73.67509579884755,64.32663852340667,3,1,0.06053077270800726,7.69,1.3725711450251081,1,2.674023886757702,81.4830284272109,7.042231195140338,2.4239961428532775,4.559650189381889,10,0
8,7,6.85,88.32439245555858,75.53110163190487,4,1,0.06514434772962516,4.61,0.8385603585394161,0,1.8279059847606303,75.80692485034902,7.516976258712665,2.749262192425119,4.6039940126674885,7,0
17,10,10.1,33.95494131321501,14.733197688828866,1,4,0.033182405044725846,11.55,0.7973764589000817,0,1.9372884858551491,92.70750161401597,6.405634417222489,1.2082910669240474,4.22324670583689,12,0
7,4,2.5,14.446112677775504,6.0510167200257925,0,0,0.054292441885919335,7.27,0.23967308869671355,0,0.05,78.28594074030624,3.520520082005108,2.6473910870918567,3.915686201771988,15,0
10,7,10.09,69.53405826444794,42.16577772211015,3,0,0.10122959953815366,5.39,1.1598575890635592,0,0.4529784618064192,90.26587862213232,9.654306968306148,3.3446971630622073,4.055761268531923,1,0
18,14,11.37,53.597861002062494,40.33341058883367,5,6,0.17242118965946612,5.08,0.05,0,3.0120122024909106,87.30903193795656,8.961056950438987,2.2744251571093352,4.470920240766258,6,0
15,7,16.73,25.419818947663977,8.558730685669794,0,3,0.07101639286696608,0.5,1.117070590372628,0,0.05,74.52770366688554,7.802732198937934,2.8298032466249725,4.823714700910106,7,0
16,8,6.29,56.93847104099499,34.63473395753817,3,3,0.031539071171497575,5.5,0.7093211028533446,0,0.6298237203470729,90.96063383189494,5.8473302545848735,1.608632047541149,3.748792668215615,14,0
1,1,1.08,63.2209141790769,48.145900806428635,0,0,0.13815524790023595,5.19,0.05,0,1.5009286661839023,87.51930557240912,7.304700504816094,3.218299723631784,5.0,6,0
11,9,11.18,35.98574486665536,7.93666211206363,0,3,0.005,6.21,0.8178159557751493,0,1.6483100914850186,66.9805128465116,3.3922465556735126,0.05,3.5370091718272416,16,0
12,6,3.65,39.3669292978103,13.119121373119949,1,0,0.14258896845040026,5.24,0.645239748181758,0,3.345784837622632,87.30821890010296,3.6869099487449737,3.1551728930810317,5.0,17,0
16,9,11.71,51.10187684175654,20.828481422030443,2,0,0.005,11.71,0.5429446270004954,0,2.567250369008057,77.36281528908769,10.837919963374791,3.84781899710718,3.9660823599753514,0,0
4,3,3.41,51.250457633223746,30.33027452192483,0,0,0.11942957708212956,4.92,0.6055467519309823,0,1.141981371012658,86.7426733612231,4.268561423657848,0.8735202986982726,4.966210746098037,15,0
4,1,2.78,64.96424730909115,50.26737312706024,1,1,0.05143464730997624,2.62,0.6933570669801966,1,0.05,84.61937566464776,5.95392954011494,0.8362428138070688,4.2031812106415885,8,0
19,8,11.21,35.86253362345809,27.81742518134434,3,1,0.09925456606778052,0.5,0.6923221884594872,0,7.091324852506908,92.1992177778106,6.759766057017759,4.427239135497113,4.947623396743061,7,0
17,11,19.45,53.69241467517634,36.2169701725391,4,1,0.20498897160254984,4.22,0.18351792156976854,0,2.2604732021243135,91.57324051149807,7.120835152229972,2.578971568618944,3.4566024881283264,1,0
20,8,18.02,100.0,84.41591226527908,12,3,0.029733402711093322,1.81,0.8410147198249571,0,3.6619209096363776,74.2534435163729,6.498592753326836,0.05,4.617001214219503,11,0
7,3,8.16,18.802217733565094,13.96117378106755,0,1,0.01996694802874422,0.81,0.5671285783791141,1,0.05,76.93010372174373,5.834960932798791,1.671175870474833,4.792767169394616,18,0
24,17,25.11,29.250215501888036,20.634145259371664,3,1,0.08469270730272371,4.75,1.2554042112407586,0,1.6055146157944553,79.56405528129928,6.317087334566624,0.05,4.506522142903139,3,1
7,5,7.12,76.52778758059304,49.9179552344001,2,1,0.17151967746388797,10.55,1.001021973632368,0,1.5447535556041863,92.75430852643451,8.545908091280326,1.6632744100776624,4.620996310320346,1,0
16,10,14.81,79.73501806499925,56.73695020492073,6,2,0.09074990271010888,9.74,1.0404031197894898,0,1.4568741797715248,78.05259257729497,7.6491570816524375,1.9570701284407268,4.803634440487774,3,0
4,2,3.38,80.77304026667395,44.12561922021189,1,0,0.08267694285911932,0.87,1.3515627955993486,1,3.4452083394641004,85.29434745310793,7.727649864575688,2.9194099175453303,4.463566421393582,20,0
23,15,25.0,75.95861737105349,74.79728651283736,12,0,0.09014479644266063,6.15,0.9576014682138074,0,1.776190375158498,91.12620963448119,3.010315923360368,2.0436644701372217,4.2065296519481254,4,1
8,5,6.51,77.12468202307423,41.984030567183765,2,2,0.019719681324807684,7.69,0.6488021051803581,1,1.5128470567074532,82.54600825502988,7.44685030448884,4.394755490538834,3.8647888360733256,20,0
20,16,5.51,29.01959676911178,0.0,0,4,0.09075365657212887,8.34,0.05,0,2.178559342235384,99.38526437278234,6.728651371130954,2.170968117317857,4.763101272328647,4,0
8,6,6.26,68.15457260900357,37.1339051238419,2,0,0.05643016002942523,12.41,0.7843148359388576,0,2.2404707300936124,76.63854388187436,5.356162540861154,0.05,4.8288969641510135,12,0
19,13,5.75,37.5850434403954,22.43836026985479,3,2,0.1593477044376583,1.32,1.3057662808416026,1,0.2629545052337736,87.44501732637356,9.814648143779088,2.9228498777359393,4.668968988446343,10,1
11,9,12.64,77.73686741544552,65.4438584748234,5,0,0.1278792675506648,2.46,1.0131228104566623,0,3.784025752550032,86.0025749660974,3.856622166590983,2.161371166880793,4.699484317051723,22,0
2,1,1.69,56.79684277210695,56.221729412730596,0,0,0.005,3.35,0.5223634804076258,0,1.2748009505028512,83.30965192104607,6.4383913829296935,1.7437127027037647,4.494285172673016,6,0
5,2,3.78,31.523009497088793,0.026802917866575626,0,1,0.06301200314551245,7.47,0.7209527022164685,1,2.03488174790593,60.701205684185545,8.62766309896728,3.5828999437444105,4.214098001327764,8,1
17,14,6.76,71.16912601438406,64.70699739892592,7,0,0.11167915632040143,0.5,0.5054570231520117,1,4.594922266139211,79.28520460743816,6.780630607101058,3.2487262146317266,4.850303203547787,10,1
